short_name	gene_name	n_cells_assigned	n_guides	label_canonical
Hon CM	KLF5	1523	6	tf_targeting
Hon CM	KLF6	2893	6	tf_targeting
Hon CM	KLF7	1070	6	tf_targeting
Hon CM	KLF8	719	6	tf_targeting
Hon CM	KLF9	1637	6	tf_targeting
Hon CM	KLRG1	964	6	tf_targeting
Hon CM	KMT2A	702	6	tf_targeting
Hon CM	KMT2B	1671	12	tf_targeting
Hon CM	L3MBTL1	1534	12	tf_targeting
Hon CM	L3MBTL3	421	6	tf_targeting
Hon CM	L3MBTL4	1870	6	tf_targeting
Hon CM	LBX1	1163	6	tf_targeting
Hon CM	LBX2	1094	6	tf_targeting
Hon CM	LCOR	1018	6	tf_targeting
Hon CM	LCORL	1708	6	tf_targeting
Hon CM	LDB1	2852	12	tf_targeting
Hon CM	LDB2	751	6	tf_targeting
Hon CM	LEF1	2620	12	tf_targeting
Hon CM	LEUTX	741	6	tf_targeting
Hon CM	LHX1	401	6	tf_targeting
Hon CM	LHX2	968	6	tf_targeting
Hon CM	LHX3	2909	12	tf_targeting
Hon CM	LHX4	1101	6	tf_targeting
Hon CM	LHX5	1597	6	tf_targeting
Hon CM	LHX6	2735	12	tf_targeting
Hon CM	LHX8	2433	6	tf_targeting
Hon CM	LHX9	897	6	tf_targeting
Hon CM	LIN28A	503	6	tf_targeting
Hon CM	LIN28B	968	6	tf_targeting
Hon CM	LIN54	2428	12	tf_targeting
Hon CM	LIN9	103	6	tf_targeting
Hon CM	LITAF	1456	6	tf_targeting
Hon CM	LMO1	2464	12	tf_targeting
Hon CM	LMO3	2122	12	tf_targeting
Hon CM	LMO4	1262	6	tf_targeting
Hon CM	LMX1A	1174	6	tf_targeting
Hon CM	LMX1B	802	6	tf_targeting
Hon CM	LRPPRC	164	6	tf_targeting
Hon CM	LRRFIP1	1375	6	tf_targeting
Hon CM	LTF	1336	6	tf_targeting
Hon CM	LYL1	847	6	tf_targeting
Hon CM	LZTR1	1370	6	tf_targeting
Hon CM	LZTS1	860	6	tf_targeting
Hon CM	MAEL	1201	6	tf_targeting
Hon CM	MAF	425	6	tf_targeting
Hon CM	MAFA	743	6	tf_targeting
Hon CM	MAFB	1974	6	tf_targeting
Hon CM	MAFF	1786	6	tf_targeting
Hon CM	MAFG	1430	6	tf_targeting
Hon CM	MAFK	1630	6	tf_targeting
Hon CM	MALAT1	121	1	positive_control
Hon CM	MAP3K7	1602	6	tf_targeting
Hon CM	MAPK8IP1	3444	12	tf_targeting
Hon CM	MARS	45	6	tf_targeting
Hon CM	MAX	349	6	tf_targeting
Hon CM	MAZ	1763	6	tf_targeting
Hon CM	MBD1	1424	6	tf_targeting
Hon CM	MBD2	1139	6	tf_targeting
Hon CM	MBD3	81	6	tf_targeting
Hon CM	MBD4	1605	6	tf_targeting
Hon CM	MBD6	2532	6	tf_targeting
Hon CM	MBNL2	1658	6	tf_targeting
Hon CM	MBNL3	1066	6	tf_targeting
Hon CM	MECOM	895	6	tf_targeting
Hon CM	MECP2	1489	6	tf_targeting
Hon CM	MED20	270	6	tf_targeting
Hon CM	MED8	77	6	tf_targeting
Hon CM	MEF2A	1386	6	tf_targeting
Hon CM	MEF2B	3052	6	tf_targeting
Hon CM	MEF2C	1831	6	tf_targeting
Hon CM	MEF2D	1318	6	tf_targeting
Hon CM	MEIS1	745	6	tf_targeting
Hon CM	MEIS2	890	6	tf_targeting
Hon CM	MEIS3	1694	12	tf_targeting
Hon CM	MEOX1	993	6	tf_targeting
Hon CM	MEOX2	1033	6	tf_targeting
Hon CM	MESP1	748	6	tf_targeting
Hon CM	MESP2	878	6	tf_targeting
Hon CM	MGA	1061	6	tf_targeting
Hon CM	MIER1	2542	12	tf_targeting
Hon CM	MIER2	2345	6	tf_targeting
Hon CM	MIER3	1243	6	tf_targeting
Hon CM	MIS18BP1	10	6	tf_targeting
Hon CM	MITF	2004	12	tf_targeting
Hon CM	MIXL1	426	6	tf_targeting
Hon CM	MKX	2050	12	tf_targeting
Hon CM	MLLT1	600	6	tf_targeting
Hon CM	MLLT10	1352	6	tf_targeting
Hon CM	MLLT3	1032	6	tf_targeting
Hon CM	MLX	1452	6	tf_targeting
Hon CM	MLXIP	1763	6	tf_targeting
Hon CM	MLXIPL	1035	6	tf_targeting
Hon CM	MMP3	1249	6	tf_targeting
Hon CM	MNAT1	19	6	tf_targeting
Hon CM	MNT	1042	6	tf_targeting
Hon CM	MNX1	2535	6	tf_targeting
Hon CM	MSANTD1	5589	6	tf_targeting
Hon CM	MSANTD3	1215	6	tf_targeting
Hon CM	MSANTD4	1316	6	tf_targeting
Hon CM	MSC	1415	6	tf_targeting
Hon CM	MSGN1	1091	6	tf_targeting
Hon CM	MSLN	922	6	tf_targeting
Hon CM	MSX1	1908	6	tf_targeting
Hon CM	MSX2	1265	6	tf_targeting
Hon CM	MTA1	1233	6	tf_targeting
Hon CM	MTA2	10508	6	tf_targeting
Hon CM	MTA3	676	6	tf_targeting
Hon CM	MTERF	523	6	tf_targeting
Hon CM	MTERFD1	30	6	tf_targeting
Hon CM	MTERFD2	664	6	tf_targeting
Hon CM	MTERFD3	1675	6	tf_targeting
Hon CM	MTF1	1611	6	tf_targeting
Hon CM	MTF2	1473	6	tf_targeting
Hon CM	MXD1	1145	6	tf_targeting
Hon CM	MXD3	1548	6	tf_targeting
Hon CM	MXD4	1518	6	tf_targeting
Hon CM	MXI1	2952	12	tf_targeting
Hon CM	MYB	1857	6	tf_targeting
Hon CM	MYBBP1A	26	6	tf_targeting
Hon CM	MYBL1	1663	6	tf_targeting
Hon CM	MYBL2	44	6	tf_targeting
Hon CM	MYC	703	6	tf_targeting
Hon CM	MYCBP	1677	6	tf_targeting
Hon CM	MYCL	1496	6	tf_targeting
Hon CM	MYCN	2256	12	tf_targeting
Hon CM	MYEF2	4908	6	tf_targeting
Hon CM	MYF5	753	6	tf_targeting
Hon CM	MYF6	801	6	tf_targeting
Hon CM	MYNN	554	6	tf_targeting
Hon CM	MYOCD	1164	6	tf_targeting
Hon CM	MYOD1	1120	6	tf_targeting
Hon CM	MYOG	997	6	tf_targeting
Hon CM	MYPOP	1441	6	tf_targeting
Hon CM	MYRF	1890	12	tf_targeting
Hon CM	MYRFL	761	6	tf_targeting
Hon CM	MYSM1	16	6	tf_targeting
Hon CM	MYT1	1100	6	tf_targeting
Hon CM	MYT1L	885	6	tf_targeting
Hon CM	MZF1	1125	6	tf_targeting
Hon CM	NACC2	1574	6	tf_targeting
Hon CM	NAIF1	828	6	tf_targeting
Hon CM	NANOG	118	6	tf_targeting
Hon CM	NANOGNB	957	6	tf_targeting
Hon CM	NCL	1032	12	tf_targeting
Hon CM	NCOA1	2016	6	tf_targeting
Hon CM	NCOA2	1697	6	tf_targeting
Hon CM	NCOA3	1604	6	tf_targeting
Hon CM	NCOA6	2947	6	tf_targeting
Hon CM	NCOR1	444	6	tf_targeting
Hon CM	NCOR2	2032	12	tf_targeting
Hon CM	NELFE	99	6	tf_targeting
Hon CM	NEUROD1	2094	6	tf_targeting
Hon CM	NEUROD2	862	6	tf_targeting
Hon CM	NEUROD4	611	6	tf_targeting
Hon CM	NEUROD6	813	6	tf_targeting
Hon CM	NEUROG1	1197	6	tf_targeting
Hon CM	NEUROG2	1625	6	tf_targeting
Hon CM	NEUROG3	1859	6	tf_targeting
Hon CM	NF1	866	6	tf_targeting
Hon CM	NFAT5	945	6	tf_targeting
Hon CM	NFATC1	4120	12	tf_targeting
Hon CM	NFATC2	3313	12	tf_targeting
Hon CM	NFATC3	854	6	tf_targeting
Hon CM	NFATC4	964	6	tf_targeting
Hon CM	NFE2	1049	6	tf_targeting
Hon CM	NFE2L1	334	6	tf_targeting
Hon CM	NFE2L2	1747	12	tf_targeting
Hon CM	NFE2L3	1652	6	tf_targeting
Hon CM	NFE4	779	6	tf_targeting
Hon CM	NFIA	902	6	tf_targeting
Hon CM	NFIB	834	6	tf_targeting
Hon CM	NFIC	4804	12	tf_targeting
Hon CM	NFIL3	871	6	tf_targeting
Hon CM	NFIX	2593	12	tf_targeting
Hon CM	NFKB1	1876	6	tf_targeting
Hon CM	NFKB2	1249	6	tf_targeting
Hon CM	NFKBIA	2502	12	tf_targeting
Hon CM	NFKBIB	1225	6	tf_targeting
Hon CM	NFKBID	2061	12	tf_targeting
Hon CM	NFKBIE	648	6	tf_targeting
Hon CM	NFKBIL1	881	6	tf_targeting
Hon CM	NFKBIZ	2753	12	tf_targeting
Hon CM	NFRKB	43	6	tf_targeting
Hon CM	NFX1	1159	6	tf_targeting
Hon CM	NFXL1	673	6	tf_targeting
Hon CM	NFYA	704	6	tf_targeting
Hon CM	NFYB	520	6	tf_targeting
Hon CM	NFYC	149	6	tf_targeting
Hon CM	NGFRAP1	2330	1	positive_control
Hon CM	NHLH1	599	6	tf_targeting
Hon CM	NHLH2	993	6	tf_targeting
Hon CM	NHP2	29	6	tf_targeting
Hon CM	NKRF	623	6	tf_targeting
Hon CM	NKX1-1	2081	6	tf_targeting
Hon CM	NKX1-2	1495	6	tf_targeting
Hon CM	NKX2-1	1292	6	tf_targeting
Hon CM	NKX2-2	1572	6	tf_targeting
Hon CM	NKX2-3	714	6	tf_targeting
Hon CM	NKX2-4	2236	6	tf_targeting
Hon CM	NKX2-5	867	6	tf_targeting
Hon CM	NKX2-6	689	6	tf_targeting
Hon CM	NKX2-8	804	6	tf_targeting
Hon CM	NKX3-1	987	6	tf_targeting
Hon CM	NKX3-2	1314	6	tf_targeting
Hon CM	NKX6-1	762	6	tf_targeting
Hon CM	NKX6-2	1494	6	tf_targeting
Hon CM	NKX6-3	1281	6	tf_targeting
Hon CM	NME1-NME2	2907	6	tf_targeting
Hon CM	NMI	1817	6	tf_targeting
Hon CM	NOBOX	2443	12	tf_targeting
Hon CM	NOC3L	6	6	tf_targeting
Hon CM	NONO	523	6	tf_targeting
Hon CM	NOTCH1	2416	12	tf_targeting
Hon CM	NOTO	1469	6	tf_targeting
Hon CM	NOV	1349	6	tf_targeting
Hon CM	NPAS1	1262	6	tf_targeting
Hon CM	NPAS2	1459	6	tf_targeting
Hon CM	NPAS3	1687	6	tf_targeting
Hon CM	NPAS4	1233	6	tf_targeting
Hon CM	NR0B1	1791	6	tf_targeting
Hon CM	NR0B2	763	6	tf_targeting
Hon CM	NR1D1	1524	6	tf_targeting
Hon CM	NR1D2	1290	6	tf_targeting
Hon CM	NR1H2	570	6	tf_targeting
Hon CM	NR1H3	1315	12	tf_targeting
Hon CM	NR1H4	676	6	tf_targeting
Hon CM	NR1I2	892	6	tf_targeting
Hon CM	NR1I3	921	6	tf_targeting
Hon CM	NR2C1	461	6	tf_targeting
Hon CM	NR2C2	2393	6	tf_targeting
Hon CM	NR2E1	628	6	tf_targeting
Hon CM	NR2E3	804	6	tf_targeting
Hon CM	NR2F1	894	6	tf_targeting
Hon CM	NR2F2	1873	6	tf_targeting
Hon CM	NR2F6	2120	6	tf_targeting
Hon CM	NR3C1	1360	6	tf_targeting
Hon CM	NR3C2	1035	6	tf_targeting
Hon CM	NR4A1	1313	6	tf_targeting
Hon CM	NR4A2	2896	12	tf_targeting
Hon CM	NR4A3	2557	6	tf_targeting
Hon CM	NR5A1	1490	6	tf_targeting
Hon CM	NR5A2	2563	12	tf_targeting
Hon CM	NR6A1	1653	6	tf_targeting
Hon CM	NRF1	36	6	tf_targeting
Hon CM	NRL	2225	12	tf_targeting
Hon CM	OLIG1	1233	6	tf_targeting
Hon CM	OLIG2	1111	6	tf_targeting
Hon CM	OLIG3	582	6	tf_targeting
Hon CM	ONECUT1	1140	6	tf_targeting
Hon CM	ONECUT2	1453	6	tf_targeting
Hon CM	ONECUT3	1922	6	tf_targeting
Hon CM	OR10G4	756	6	negative_control
Hon CM	OR10H2	595	6	negative_control
Hon CM	OR10H5	728	6	negative_control
Hon CM	OR10K1	650	6	negative_control
Hon CM	OR10P1	610	6	negative_control
Hon CM	OR10V1	626	6	negative_control
Hon CM	OR11H6	698	6	negative_control
Hon CM	OR11L1	808	6	negative_control
Hon CM	OR12D2	933	6	negative_control
Hon CM	OR12D3	907	6	negative_control
Hon CM	OR13C9	1107	6	negative_control
Hon CM	OR13G1	830	6	negative_control
Hon CM	OR14J1	969	6	negative_control
Hon CM	OR1J4	887	6	negative_control
Hon CM	OR1L8	1331	6	negative_control
Hon CM	OR1M1	1312	6	negative_control
Hon CM	OR1N2	951	6	negative_control
Hon CM	OR2A1	1017	6	negative_control
Hon CM	OR2A2	824	6	negative_control
Hon CM	OR2AE1	848	6	negative_control
Hon CM	OR2B2	972	6	negative_control
Hon CM	OR2B3	1187	6	negative_control
Hon CM	OR2C3	1257	6	negative_control
Hon CM	OR2F2	861	6	negative_control
Hon CM	OR2H1	982	6	negative_control
Hon CM	OR2H2	576	6	negative_control
Hon CM	OR2J3	751	6	negative_control
Hon CM	OR2M2	1229	6	negative_control
Hon CM	OR2M3	875	6	negative_control
Hon CM	OR2T1	888	6	negative_control
Hon CM	OR2T11	850	6	negative_control
Hon CM	OR2T29	1250	6	negative_control
Hon CM	OR2T33	909	6	negative_control
Hon CM	OR2T4	982	6	negative_control
Hon CM	OR2T5	903	5	negative_control
Hon CM	OR2T6	799	6	negative_control
Hon CM	OR2W1	708	6	negative_control
Hon CM	OR2Y1	980	6	negative_control
Hon CM	OR4A5	712	6	negative_control
Hon CM	OR4B1	1020	6	negative_control
Hon CM	OR4C12	1116	6	negative_control
Hon CM	OR4C15	1034	6	negative_control
Hon CM	OR4C3	873	6	negative_control
Hon CM	OR4C45	1226	6	negative_control
Hon CM	OR4D10	1207	6	negative_control
Hon CM	OR4D11	567	6	negative_control
Hon CM	OR4D5	897	6	negative_control
Hon CM	OR4E2	842	6	negative_control
Hon CM	OR4F5	1231	6	negative_control
Hon CM	OR4K13	1003	6	negative_control
Hon CM	OR4Q3	805	6	negative_control
Hon CM	OR51A2	721	5	negative_control
Hon CM	OR51A4	1577	6	negative_control
Hon CM	OR51B4	627	6	negative_control
Hon CM	OR51E2	1131	6	negative_control
Hon CM	OR51F1	563	6	negative_control
Hon CM	OR51F2	937	6	negative_control
Hon CM	OR51L1	930	6	negative_control
Hon CM	OR51T1	787	6	negative_control
Hon CM	OR52E6	1120	6	negative_control
Hon CM	OR52N2	730	6	negative_control
Hon CM	OR52W1	687	6	negative_control
Hon CM	OR56A4	758	6	negative_control
Hon CM	OR5A2	673	6	negative_control
Hon CM	OR5AC2	752	6	negative_control
Hon CM	OR5AK2	922	6	negative_control
Hon CM	OR5AP2	813	6	negative_control
Hon CM	OR5B3	1334	6	negative_control
Hon CM	OR5C1	623	6	negative_control
Hon CM	OR5D13	1094	6	negative_control
Hon CM	OR5K2	1037	6	negative_control
Hon CM	OR5K3	826	6	negative_control
Hon CM	OR5L1	893	6	negative_control
Hon CM	OR5L2	967	6	negative_control
Hon CM	OR5M1	968	6	negative_control
Hon CM	OR5M11	1017	6	negative_control
Hon CM	OR5M8	626	6	negative_control
Hon CM	OR5P2	814	6	negative_control
Hon CM	OR5T1	978	6	negative_control
Hon CM	OR5T2	1192	6	negative_control
Hon CM	OR5T3	1032	6	negative_control
Hon CM	OR6C1	956	6	negative_control
Hon CM	OR6F1	917	6	negative_control
Hon CM	OR6M1	1008	6	negative_control
Hon CM	OR6P1	835	6	negative_control
Hon CM	OR7A10	957	6	negative_control
Hon CM	OR8A1	722	6	negative_control
Hon CM	OR8B3	638	6	negative_control
Hon CM	OR8B4	1077	6	negative_control
Hon CM	OR8B8	986	6	negative_control
Hon CM	OR8G5	865	6	negative_control
Hon CM	OR8H1	1065	6	negative_control
Hon CM	OR8H3	1659	6	negative_control
Hon CM	OR8K1	928	6	negative_control
Hon CM	OR8U8	1404	6	negative_control
Hon CM	OR9A2	632	6	negative_control
Hon CM	OR9I1	1068	6	negative_control
Hon CM	OR9K2	806	6	negative_control
Hon CM	OR9Q1	696	6	negative_control
Hon CM	ORAI1	1512	6	negative_control
Hon CM	OSR1	855	6	tf_targeting
Hon CM	OSR2	1454	6	tf_targeting
Hon CM	OTP	1120	6	tf_targeting
Hon CM	OTX1	981	6	tf_targeting
Hon CM	OTX2	1237	6	tf_targeting
Hon CM	OVOL1	1245	6	tf_targeting
Hon CM	OVOL2	1239	6	tf_targeting
Hon CM	OVOL3	583	6	tf_targeting
Hon CM	OXSR1	1416	6	tf_targeting
Hon CM	PA2G4	1715	6	tf_targeting
Hon CM	PARP1	293	6	tf_targeting
Hon CM	PATZ1	1047	12	tf_targeting
Hon CM	PAWR	1174	6	tf_targeting
Hon CM	PAX1	662	6	tf_targeting
Hon CM	PAX2	1219	6	tf_targeting
Hon CM	PAX3	1243	6	tf_targeting
Hon CM	PAX4	789	6	tf_targeting
Hon CM	PAX5	1652	6	tf_targeting
Hon CM	PAX6	959	6	tf_targeting
Hon CM	PAX7	1060	6	tf_targeting
Hon CM	PAX9	2987	12	tf_targeting
Hon CM	PAXBP1	37	6	tf_targeting
Hon CM	PBRM1	1166	6	tf_targeting
Hon CM	PBX1	1691	6	tf_targeting
Hon CM	PBX2	800	6	tf_targeting
Hon CM	PBX3	1327	6	tf_targeting
Hon CM	PBX4	1531	6	tf_targeting
Hon CM	PCGF2	3901	12	tf_targeting
Hon CM	PCGF6	860	6	tf_targeting
Hon CM	PDX1	1190	6	tf_targeting
Hon CM	PEG3	1035	3	tf_targeting
Hon CM	PFDN5	76	6	tf_targeting
Hon CM	PGBD1	1568	6	tf_targeting
Hon CM	PGR	929	6	tf_targeting
Hon CM	PHB2	62	6	tf_targeting
Hon CM	PHF1	1536	6	tf_targeting
Hon CM	PHF19	1758	6	tf_targeting
Hon CM	PHF2	1489	6	tf_targeting
Hon CM	PHF20	89	6	tf_targeting
Hon CM	PHF21A	1532	6	tf_targeting
Hon CM	PHOX2A	1123	6	tf_targeting
Hon CM	PHOX2B	643	6	tf_targeting
Hon CM	PHTF1	1002	6	tf_targeting
Hon CM	PIAS3	1013	6	tf_targeting
Hon CM	PIAS4	805	6	tf_targeting
Hon CM	PIN1	1218	6	tf_targeting
Hon CM	PITX1	1120	6	tf_targeting
Hon CM	PITX2	2503	12	tf_targeting
Hon CM	PITX3	1773	6	tf_targeting
Hon CM	PKNOX1	1156	6	tf_targeting
Hon CM	PKNOX2	681	6	tf_targeting
Hon CM	PLAG1	1220	6	tf_targeting
Hon CM	PLAGL1	3171	12	tf_targeting
Hon CM	PLAGL2	2493	6	tf_targeting
Hon CM	PLEK	1252	6	tf_targeting
Hon CM	PLEKHA5	668	6	tf_targeting
Hon CM	PLSCR1	695	6	tf_targeting
Hon CM	POGK	1501	6	tf_targeting
Hon CM	POLR1D	23	3	positive_control
Hon CM	POLR3C	50	6	tf_targeting
Hon CM	POLR3K	25	6	tf_targeting
Hon CM	POU1F1	893	6	tf_targeting
Hon CM	POU2AF1	854	6	tf_targeting
Hon CM	POU2F1	940	12	tf_targeting
Hon CM	POU2F2	1021	6	tf_targeting
Hon CM	POU2F3	2367	12	tf_targeting
Hon CM	POU3F1	1471	6	tf_targeting
Hon CM	POU3F2	2005	6	tf_targeting
Hon CM	POU3F3	1511	6	tf_targeting
Hon CM	POU3F4	528	6	tf_targeting
Hon CM	POU4F1	1541	6	tf_targeting
Hon CM	POU4F2	1220	6	tf_targeting
Hon CM	POU4F3	1125	6	tf_targeting
Hon CM	POU5F1	1349	12	tf_targeting
Hon CM	POU5F1B	938	6	tf_targeting
Hon CM	POU5F2	1294	6	tf_targeting
Hon CM	POU6F1	2463	6	tf_targeting
Hon CM	POU6F2	800	6	tf_targeting
Hon CM	PPARA	1331	6	tf_targeting
Hon CM	PPARD	1415	6	tf_targeting
Hon CM	PPARG	2821	12	tf_targeting
Hon CM	PPIL4	192	6	tf_targeting
Hon CM	PPP1CB	59	6	tf_targeting
Hon CM	PPP1R13L	1214	12	tf_targeting
Hon CM	PRDM1	1421	6	tf_targeting
Hon CM	PRDM10	677	6	tf_targeting
Hon CM	PRDM11	1808	12	tf_targeting
Hon CM	PRDM12	1204	6	tf_targeting
Hon CM	PRDM13	1351	6	tf_targeting
Hon CM	PRDM14	47	6	tf_targeting
Hon CM	PRDM15	462	6	tf_targeting
Hon CM	PRDM16	1297	6	tf_targeting
Hon CM	PRDM2	760	6	tf_targeting
Hon CM	PRDM4	1197	6	tf_targeting
Hon CM	PRDM5	365	6	tf_targeting
Hon CM	PRDM6	2215	6	tf_targeting
Hon CM	PRDM7	998	6	tf_targeting
Hon CM	PRDM8	1909	12	tf_targeting
Hon CM	PRDM9	943	6	tf_targeting
Hon CM	PREB	226	6	tf_targeting
Hon CM	PRKRIP1	2468	12	tf_targeting
Hon CM	PRKRIR	448	6	tf_targeting
Hon CM	PRMT3	1092	6	tf_targeting
Hon CM	PROP1	784	6	tf_targeting
Hon CM	PROX1	885	6	tf_targeting
Hon CM	PROX2	482	6	tf_targeting
Hon CM	PRR12	1141	6	tf_targeting
Hon CM	PRRX1	2287	12	tf_targeting
Hon CM	PRRX2	2041	6	tf_targeting
Hon CM	PSIP1	2013	6	tf_targeting
Hon CM	PSMA1	35	6	tf_targeting
Hon CM	PSMB1	56	6	tf_targeting
Hon CM	PSMB4	211	6	tf_targeting
Hon CM	PSMC3	285	6	tf_targeting
Hon CM	PTF1A	1763	6	tf_targeting
Hon CM	PTTG1	21	6	tf_targeting
Hon CM	PUF60	72	6	tf_targeting
Hon CM	PURA	3290	12	tf_targeting
Hon CM	PURB	2363	6	tf_targeting
Hon CM	PURG	1838	6	tf_targeting
Hon CM	RAG1	863	6	tf_targeting
Hon CM	RARA	2984	12	tf_targeting
Hon CM	RARB	768	6	tf_targeting
Hon CM	RARG	1722	12	tf_targeting
Hon CM	RAX	998	6	tf_targeting
Hon CM	RAX2	1407	6	tf_targeting
Hon CM	RB1	1648	6	tf_targeting
Hon CM	RB1CC1	1534	12	tf_targeting
Hon CM	RBAK	3376	12	tf_targeting
Hon CM	RBCK1	414	6	tf_targeting
Hon CM	RBL2	2817	12	tf_targeting
Hon CM	RBMS1	1262	6	tf_targeting
Hon CM	RBPJ	1140	6	tf_targeting
Hon CM	RBPJL	832	6	tf_targeting
Hon CM	RC3H2	1458	6	tf_targeting
Hon CM	RCAN1	608	6	tf_targeting
Hon CM	RCOR1	2123	6	tf_targeting
Hon CM	RCOR2	1057	6	tf_targeting
Hon CM	RCOR3	1161	6	tf_targeting
Hon CM	REL	1883	6	tf_targeting
Hon CM	RELA	1016	6	tf_targeting
Hon CM	RELB	1905	6	tf_targeting
Hon CM	REPIN1	3248	6	tf_targeting
Hon CM	RERE	4807	6	tf_targeting
Hon CM	REST	4077	12	tf_targeting
Hon CM	REXO4	644	6	tf_targeting
Hon CM	RFX1	795	6	tf_targeting
Hon CM	RFX2	868	6	tf_targeting
Hon CM	RFX3	991	6	tf_targeting
Hon CM	RFX4	654	6	tf_targeting
Hon CM	RFX5	717	6	tf_targeting
Hon CM	RFX6	1220	6	tf_targeting
Hon CM	RFX7	413	6	tf_targeting
Hon CM	RFX8	1331	6	tf_targeting
Hon CM	RFXANK	2984	6	tf_targeting
Hon CM	RFXAP	716	6	tf_targeting
Hon CM	RHOXF1	760	6	tf_targeting
Hon CM	RLF	587	6	tf_targeting
Hon CM	RNF141	1316	6	tf_targeting
Hon CM	RNF2	2329	6	tf_targeting
Hon CM	RNF4	92	6	tf_targeting
Hon CM	RORA	745	6	tf_targeting
Hon CM	RORB	836	6	tf_targeting
Hon CM	RORC	1541	12	tf_targeting
Hon CM	RPA3	21	6	tf_targeting
Hon CM	RPF1	4	6	tf_targeting
Hon CM	RPS4X	8	6	tf_targeting
Hon CM	RREB1	785	6	tf_targeting
Hon CM	RUNX1	878	6	tf_targeting
Hon CM	RUNX1T1	797	12	tf_targeting
Hon CM	RUNX2	1293	12	tf_targeting
Hon CM	RUNX3	3350	12	tf_targeting
Hon CM	RUVBL1	17	6	tf_targeting
Hon CM	RXRA	1161	6	tf_targeting
Hon CM	RXRB	193	6	tf_targeting
Hon CM	RXRG	729	6	tf_targeting
Hon CM	SACM1L	381	6	tf_targeting
Hon CM	SAFB	161	6	tf_targeting
Hon CM	SAFB2	1160	6	tf_targeting
Hon CM	SALL1	880	6	tf_targeting
Hon CM	SALL2	1735	6	tf_targeting
Hon CM	SALL3	1256	6	tf_targeting
Hon CM	SALL4	24	6	tf_targeting
Hon CM	SATB1	1172	12	tf_targeting
Hon CM	SATB2	2084	6	tf_targeting
Hon CM	SCAND3	1646	6	tf_targeting
Hon CM	SCAPER	1059	6	tf_targeting
Hon CM	SCMH1	1820	12	tf_targeting
Hon CM	SCML4	1388	6	tf_targeting
Hon CM	SCRT1	1278	6	tf_targeting
Hon CM	SCRT2	1553	6	tf_targeting
Hon CM	SCXA	829	5	tf_targeting
Hon CM	SCXB	1834	5	tf_targeting
Hon CM	SEBOX	1012	6	tf_targeting
Hon CM	SETBP1	1733	6	tf_targeting
Hon CM	SETD1A	174	6	tf_targeting
Hon CM	SETDB1	242	6	tf_targeting
Hon CM	SETDB2	1145	6	tf_targeting
Hon CM	SGSM2	1014	6	tf_targeting
Hon CM	SH3D19	2086	12	tf_targeting
Hon CM	SHOX	1864	6	tf_targeting
Hon CM	SHOX2	3361	6	tf_targeting
Hon CM	SIM1	1649	6	tf_targeting
Hon CM	SIM2	1912	6	tf_targeting
Hon CM	SIN3A	749	12	tf_targeting
Hon CM	SIRT6	940	6	tf_targeting
Hon CM	SIX1	959	6	tf_targeting
Hon CM	SIX2	820	6	tf_targeting
Hon CM	SIX3	1041	6	tf_targeting
Hon CM	SIX4	884	6	tf_targeting
Hon CM	SIX5	1751	6	tf_targeting
Hon CM	SIX6	1220	6	tf_targeting
Hon CM	SKI	990	6	tf_targeting
Hon CM	SKIL	599	6	tf_targeting
Hon CM	SKOR1	951	6	tf_targeting
Hon CM	SKOR2	1969	6	tf_targeting
Hon CM	SLC22A1	929	6	tf_targeting
Hon CM	SLC2A4RG	1035	6	tf_targeting
Hon CM	SLC30A9	197	6	tf_targeting
Hon CM	SMAD1	1247	6	tf_targeting
Hon CM	SMAD2	2807	6	tf_targeting
Hon CM	SMAD3	1134	6	tf_targeting
Hon CM	SMAD4	640	6	tf_targeting
Hon CM	SMAD5	1096	6	tf_targeting
Hon CM	SMAD6	1789	6	tf_targeting
Hon CM	SMAD7	1407	6	tf_targeting
Hon CM	SMAD9	952	6	tf_targeting
Hon CM	SMARCA1	1465	6	tf_targeting
Hon CM	SMARCA2	1024	6	tf_targeting
Hon CM	SMARCA4	489	6	tf_targeting
Hon CM	SMARCA5	52	6	tf_targeting
Hon CM	SMARCB1	3973	12	tf_targeting
Hon CM	SMARCC1	116	6	tf_targeting
Hon CM	SMARCC2	482	6	tf_targeting
Hon CM	SMYD2	1714	6	tf_targeting
Hon CM	SMYD3	1354	6	tf_targeting
Hon CM	SNAI1	216	6	tf_targeting
Hon CM	SNAI2	1506	6	tf_targeting
Hon CM	SNAI3	1549	6	tf_targeting
Hon CM	SNAPC1	34	6	tf_targeting
Hon CM	SNAPC2	224	6	tf_targeting
Hon CM	SNAPC3	30	6	tf_targeting
Hon CM	SNAPC4	762	6	tf_targeting
Hon CM	SNAPC5	767	6	tf_targeting
Hon CM	SOHLH1	715	6	tf_targeting
Hon CM	SOHLH2	1995	6	tf_targeting
Hon CM	SON	964	12	tf_targeting
Hon CM	SOX1	980	6	tf_targeting
Hon CM	SOX10	863	6	tf_targeting
Hon CM	SOX11	2984	6	tf_targeting
Hon CM	SOX12	4276	6	tf_targeting
Hon CM	SOX13	357	6	tf_targeting
Hon CM	SOX14	983	6	tf_targeting
Hon CM	SOX15	1111	6	tf_targeting
Hon CM	SOX17	1185	6	tf_targeting
Hon CM	SOX18	1934	6	tf_targeting
Hon CM	SOX2	2947	6	tf_targeting
