short_name	gene_name	n_cells_assigned	n_guides	label_canonical
Huangfu ESC	CNOT8	396	6	tf_targeting
Huangfu ESC	COX20	236	6	tf_targeting
Huangfu ESC	CPEB1	1518	12	tf_targeting
Huangfu ESC	CPXCR1	584	6	tf_targeting
Huangfu ESC	CRAMP1L	599	12	tf_targeting
Huangfu ESC	CREB1	391	6	tf_targeting
Huangfu ESC	CREB3	656	6	tf_targeting
Huangfu ESC	CREB3L1	328	6	tf_targeting
Huangfu ESC	CREB3L2	701	6	tf_targeting
Huangfu ESC	CREB3L3	259	6	tf_targeting
Huangfu ESC	CREB3L4	690	6	tf_targeting
Huangfu ESC	CREB5	909	12	tf_targeting
Huangfu ESC	CREBBP	304	6	tf_targeting
Huangfu ESC	CREBL2	490	6	tf_targeting
Huangfu ESC	CREBRF	1097	12	tf_targeting
Huangfu ESC	CREBZF	712	6	tf_targeting
Huangfu ESC	CREM	340	6	tf_targeting
Huangfu ESC	CRTC1	455	6	tf_targeting
Huangfu ESC	CRTC2	572	6	tf_targeting
Huangfu ESC	CRTC3	321	6	tf_targeting
Huangfu ESC	CRX	754	6	tf_targeting
Huangfu ESC	CSNK2A1	394	6	tf_targeting
Huangfu ESC	CSRNP1	598	6	tf_targeting
Huangfu ESC	CSRNP2	498	6	tf_targeting
Huangfu ESC	CSRNP3	1100	12	tf_targeting
Huangfu ESC	CTBP1	535	6	tf_targeting
Huangfu ESC	CTBP2	482	6	tf_targeting
Huangfu ESC	CTCF	355	6	tf_targeting
Huangfu ESC	CTCFL	348	6	tf_targeting
Huangfu ESC	CTNNB1	716	6	tf_targeting
Huangfu ESC	CUX1	640	6	tf_targeting
Huangfu ESC	CUX2	519	6	tf_targeting
Huangfu ESC	CXXC1	354	6	tf_targeting
Huangfu ESC	CXXC4	493	6	tf_targeting
Huangfu ESC	CXXC5	577	6	tf_targeting
Huangfu ESC	DACH1	714	6	tf_targeting
Huangfu ESC	DACH2	296	6	tf_targeting
Huangfu ESC	DAXX	1135	12	tf_targeting
Huangfu ESC	DBP	708	6	tf_targeting
Huangfu ESC	DBX1	389	6	tf_targeting
Huangfu ESC	DBX2	219	6	tf_targeting
Huangfu ESC	DCP1A	419	6	tf_targeting
Huangfu ESC	DDB1	1311	12	tf_targeting
Huangfu ESC	DDB2	494	6	tf_targeting
Huangfu ESC	DDIT3	806	6	tf_targeting
Huangfu ESC	DEAF1	447	6	tf_targeting
Huangfu ESC	DEK	381	6	tf_targeting
Huangfu ESC	DENND4A	697	6	tf_targeting
Huangfu ESC	DHX9	775	6	tf_targeting
Huangfu ESC	DLX1	543	6	tf_targeting
Huangfu ESC	DLX2	592	6	tf_targeting
Huangfu ESC	DLX3	604	6	tf_targeting
Huangfu ESC	DLX4	477	6	tf_targeting
Huangfu ESC	DLX5	387	6	tf_targeting
Huangfu ESC	DLX6	602	6	tf_targeting
Huangfu ESC	DMAP1	184	6	tf_targeting
Huangfu ESC	DMBX1	487	6	tf_targeting
Huangfu ESC	DMRT1	464	6	tf_targeting
Huangfu ESC	DMRT2	520	6	tf_targeting
Huangfu ESC	DMRT3	681	6	tf_targeting
Huangfu ESC	DMRTA1	664	6	tf_targeting
Huangfu ESC	DMRTA2	401	6	tf_targeting
Huangfu ESC	DMRTB1	691	6	tf_targeting
Huangfu ESC	DMRTC2	689	6	tf_targeting
Huangfu ESC	DMTF1	601	6	tf_targeting
Huangfu ESC	DNAJC1	360	6	tf_targeting
Huangfu ESC	DNAJC19	5909	3	positive_control
Huangfu ESC	DNAJC2	563	6	tf_targeting
Huangfu ESC	DNAJC21	343	6	tf_targeting
Huangfu ESC	DNMT1	428	6	tf_targeting
Huangfu ESC	DNTTIP1	681	6	tf_targeting
Huangfu ESC	DOT1L	794	6	tf_targeting
Huangfu ESC	DPF1	936	12	tf_targeting
Huangfu ESC	DPF2	728	12	tf_targeting
Huangfu ESC	DPF3	680	6	tf_targeting
Huangfu ESC	DPRX	372	6	tf_targeting
Huangfu ESC	DR1	1264	6	tf_targeting
Huangfu ESC	DRAP1	558	6	tf_targeting
Huangfu ESC	DRGX	342	6	tf_targeting
Huangfu ESC	DUXA	543	6	tf_targeting
Huangfu ESC	DZIP1	851	6	tf_targeting
Huangfu ESC	E2F1	269	6	tf_targeting
Huangfu ESC	E2F2	518	6	tf_targeting
Huangfu ESC	E2F3	1013	12	tf_targeting
Huangfu ESC	E2F4	423	6	tf_targeting
Huangfu ESC	E2F5	607	6	tf_targeting
Huangfu ESC	E2F6	682	6	tf_targeting
Huangfu ESC	E2F7	302	6	tf_targeting
Huangfu ESC	E2F8	792	6	tf_targeting
Huangfu ESC	E4F1	369	6	tf_targeting
Huangfu ESC	EBF1	539	6	tf_targeting
Huangfu ESC	EBF2	432	6	tf_targeting
Huangfu ESC	EBF3	577	6	tf_targeting
Huangfu ESC	EBF4	355	6	tf_targeting
Huangfu ESC	EEA1	624	6	tf_targeting
Huangfu ESC	EGR1	1391	12	tf_targeting
Huangfu ESC	EGR2	376	6	tf_targeting
Huangfu ESC	EGR3	469	6	tf_targeting
Huangfu ESC	EGR4	624	6	tf_targeting
Huangfu ESC	EHF	364	6	tf_targeting
Huangfu ESC	ELF1	556	6	tf_targeting
Huangfu ESC	ELF2	359	6	tf_targeting
Huangfu ESC	ELF3	602	6	tf_targeting
Huangfu ESC	ELF4	418	6	tf_targeting
Huangfu ESC	ELF5	854	6	tf_targeting
Huangfu ESC	ELK1	379	6	tf_targeting
Huangfu ESC	ELK3	400	6	tf_targeting
Huangfu ESC	ELK4	512	6	tf_targeting
Huangfu ESC	ELMSAN1	976	12	tf_targeting
Huangfu ESC	ELP3	179	6	tf_targeting
Huangfu ESC	EMX1	1404	12	tf_targeting
Huangfu ESC	EMX2	704	6	tf_targeting
Huangfu ESC	EN1	416	6	tf_targeting
Huangfu ESC	EN2	456	6	tf_targeting
Huangfu ESC	ENO1	319	6	tf_targeting
Huangfu ESC	EOMES	611	6	tf_targeting
Huangfu ESC	EP300	481	6	tf_targeting
Huangfu ESC	EP400	291	6	tf_targeting
Huangfu ESC	EPAS1	332	6	tf_targeting
Huangfu ESC	ERCC2	575	6	tf_targeting
Huangfu ESC	ERCC3	337	6	tf_targeting
Huangfu ESC	ERCC6	469	6	tf_targeting
Huangfu ESC	ERCC8	464	6	tf_targeting
Huangfu ESC	ERF	462	6	tf_targeting
Huangfu ESC	ERG	1837	12	tf_targeting
Huangfu ESC	ESR1	844	12	tf_targeting
Huangfu ESC	ESR2	365	6	tf_targeting
Huangfu ESC	ESRRA	356	6	tf_targeting
Huangfu ESC	ESRRB	624	6	tf_targeting
Huangfu ESC	ESRRG	2982	30	tf_targeting
Huangfu ESC	ESX1	439	6	tf_targeting
Huangfu ESC	ETF1	289	6	tf_targeting
Huangfu ESC	ETS1	541	6	tf_targeting
Huangfu ESC	ETS2	334	6	tf_targeting
Huangfu ESC	ETV1	611	6	tf_targeting
Huangfu ESC	ETV2	747	6	tf_targeting
Huangfu ESC	ETV3	463	6	tf_targeting
Huangfu ESC	ETV3L	531	6	tf_targeting
Huangfu ESC	ETV4	600	6	tf_targeting
Huangfu ESC	ETV5	577	6	tf_targeting
Huangfu ESC	ETV6	421	6	tf_targeting
Huangfu ESC	ETV7	501	6	tf_targeting
Huangfu ESC	EVX1	401	6	tf_targeting
Huangfu ESC	EVX2	479	6	tf_targeting
Huangfu ESC	EWSR1	370	6	tf_targeting
Huangfu ESC	EZH1	454	6	tf_targeting
Huangfu ESC	EZH2	727	6	tf_targeting
Huangfu ESC	FAM170A	687	6	tf_targeting
Huangfu ESC	FAM200B	383	6	tf_targeting
Huangfu ESC	FBXL19	501	6	tf_targeting
Huangfu ESC	FBXO16	566	6	tf_targeting
Huangfu ESC	FERD3L	966	6	tf_targeting
Huangfu ESC	FEV	304	6	tf_targeting
Huangfu ESC	FEZF1	559	6	tf_targeting
Huangfu ESC	FEZF2	603	6	tf_targeting
Huangfu ESC	FGF3	799	6	tf_targeting
Huangfu ESC	FIGLA	262	6	tf_targeting
Huangfu ESC	FIZ1	334	6	tf_targeting
Huangfu ESC	FLI1	1165	6	tf_targeting
Huangfu ESC	FLYWCH1	779	6	tf_targeting
Huangfu ESC	FOS	623	12	tf_targeting
Huangfu ESC	FOSB	920	12	tf_targeting
Huangfu ESC	FOSL1	495	6	tf_targeting
Huangfu ESC	FOSL2	809	6	tf_targeting
Huangfu ESC	FOXA1	502	6	tf_targeting
Huangfu ESC	FOXA2	338	6	tf_targeting
Huangfu ESC	FOXA3	257	6	tf_targeting
Huangfu ESC	FOXB1	524	6	tf_targeting
Huangfu ESC	FOXB2	564	6	tf_targeting
Huangfu ESC	FOXC1	820	6	tf_targeting
Huangfu ESC	FOXC2	356	6	tf_targeting
Huangfu ESC	FOXD1	401	6	tf_targeting
Huangfu ESC	FOXD2	415	6	tf_targeting
Huangfu ESC	FOXD3	975	12	tf_targeting
Huangfu ESC	FOXD4L1	572	6	tf_targeting
Huangfu ESC	FOXE1	502	6	tf_targeting
Huangfu ESC	FOXE3	503	6	tf_targeting
Huangfu ESC	FOXF1	424	6	tf_targeting
Huangfu ESC	FOXF2	486	6	tf_targeting
Huangfu ESC	FOXG1	588	6	tf_targeting
Huangfu ESC	FOXH1	263	6	tf_targeting
Huangfu ESC	FOXI1	299	6	tf_targeting
Huangfu ESC	FOXI2	450	6	tf_targeting
Huangfu ESC	FOXI3	410	6	tf_targeting
Huangfu ESC	FOXJ1	691	6	tf_targeting
Huangfu ESC	FOXJ2	328	6	tf_targeting
Huangfu ESC	FOXJ3	562	6	tf_targeting
Huangfu ESC	FOXK1	666	6	tf_targeting
Huangfu ESC	FOXK2	394	6	tf_targeting
Huangfu ESC	FOXL1	473	6	tf_targeting
Huangfu ESC	FOXL2	725	6	tf_targeting
Huangfu ESC	FOXM1	501	6	tf_targeting
Huangfu ESC	FOXN1	754	6	tf_targeting
Huangfu ESC	FOXN2	554	6	tf_targeting
Huangfu ESC	FOXN3	566	12	tf_targeting
Huangfu ESC	FOXN4	839	6	tf_targeting
Huangfu ESC	FOXO1	423	6	tf_targeting
Huangfu ESC	FOXO3	639	12	tf_targeting
Huangfu ESC	FOXO4	918	6	tf_targeting
Huangfu ESC	FOXO6	582	6	tf_targeting
Huangfu ESC	FOXP1	1533	18	tf_targeting
Huangfu ESC	FOXP2	1032	12	tf_targeting
Huangfu ESC	FOXP3	512	6	tf_targeting
Huangfu ESC	FOXP4	518	6	tf_targeting
Huangfu ESC	FOXQ1	345	6	tf_targeting
Huangfu ESC	FOXR1	681	6	tf_targeting
Huangfu ESC	FOXR2	477	6	tf_targeting
Huangfu ESC	FOXS1	682	6	tf_targeting
Huangfu ESC	FUBP1	901	6	tf_targeting
Huangfu ESC	FUBP3	377	6	tf_targeting
Huangfu ESC	FXN	170	6	tf_targeting
Huangfu ESC	GABPA	667	6	tf_targeting
Huangfu ESC	GABPB1	470	6	tf_targeting
Huangfu ESC	GAS7	456	6	tf_targeting
Huangfu ESC	GATA1	491	6	tf_targeting
Huangfu ESC	GATA2	1149	12	tf_targeting
Huangfu ESC	GATA3	477	6	tf_targeting
Huangfu ESC	GATA4	380	6	tf_targeting
Huangfu ESC	GATA5	487	6	tf_targeting
Huangfu ESC	GATA6	265	6	tf_targeting
Huangfu ESC	GATAD1	692	6	tf_targeting
Huangfu ESC	GATAD2A	687	12	tf_targeting
Huangfu ESC	GATAD2B	676	6	tf_targeting
Huangfu ESC	GBX1	1108	12	tf_targeting
Huangfu ESC	GBX2	346	6	tf_targeting
Huangfu ESC	GCFC2	650	6	tf_targeting
Huangfu ESC	GCM1	475	6	tf_targeting
Huangfu ESC	GCM2	385	6	tf_targeting
Huangfu ESC	GFI1	923	12	tf_targeting
Huangfu ESC	GFI1B	559	6	tf_targeting
Huangfu ESC	GLI1	570	6	tf_targeting
Huangfu ESC	GLI2	1273	12	tf_targeting
Huangfu ESC	GLI3	571	6	tf_targeting
Huangfu ESC	GLI4	411	6	tf_targeting
Huangfu ESC	GLIS1	691	6	tf_targeting
Huangfu ESC	GLIS2	363	6	tf_targeting
Huangfu ESC	GLIS3	291	6	tf_targeting
Huangfu ESC	GLYR1	561	6	tf_targeting
Huangfu ESC	GMEB1	318	6	tf_targeting
Huangfu ESC	GMEB2	347	6	tf_targeting
Huangfu ESC	GON4L	1252	12	tf_targeting
Huangfu ESC	GPBP1	1075	6	tf_targeting
Huangfu ESC	GPBP1L1	757	6	tf_targeting
Huangfu ESC	GRHL1	494	6	tf_targeting
Huangfu ESC	GRHL2	718	6	tf_targeting
Huangfu ESC	GRHL3	476	6	tf_targeting
Huangfu ESC	GSC	451	5	tf_targeting
Huangfu ESC	GSC2	579	6	tf_targeting
Huangfu ESC	GSX1	333	6	tf_targeting
Huangfu ESC	GSX2	515	6	tf_targeting
Huangfu ESC	GTF2A1	618	6	tf_targeting
Huangfu ESC	GTF2A1L	359	6	tf_targeting
Huangfu ESC	GTF2A2	434	6	tf_targeting
Huangfu ESC	GTF2B	142	6	tf_targeting
Huangfu ESC	GTF2E1	360	6	tf_targeting
Huangfu ESC	GTF2F1	400	6	tf_targeting
Huangfu ESC	GTF2F2	222	6	tf_targeting
Huangfu ESC	GTF2H1	406	6	tf_targeting
Huangfu ESC	GTF2H3	317	6	tf_targeting
Huangfu ESC	GTF2I	716	6	tf_targeting
Huangfu ESC	GTF2IRD1	362	6	tf_targeting
Huangfu ESC	GTF3A	600	6	tf_targeting
Huangfu ESC	GTF3C3	268	6	tf_targeting
Huangfu ESC	GZF1	565	6	tf_targeting
Huangfu ESC	HAND1	541	6	tf_targeting
Huangfu ESC	HAND2	1208	12	tf_targeting
Huangfu ESC	HBP1	913	6	tf_targeting
Huangfu ESC	HCFC1	1738	6	tf_targeting
Huangfu ESC	HCLS1	520	6	tf_targeting
Huangfu ESC	HDAC1	351	6	tf_targeting
Huangfu ESC	HDAC3	602	6	tf_targeting
Huangfu ESC	HDAC4	404	6	tf_targeting
Huangfu ESC	HDAC5	563	6	tf_targeting
Huangfu ESC	HDGF	468	6	tf_targeting
Huangfu ESC	HDX	837	6	tf_targeting
Huangfu ESC	HELT	405	6	tf_targeting
Huangfu ESC	HELZ2	694	12	tf_targeting
Huangfu ESC	HES1	530	6	tf_targeting
Huangfu ESC	HES2	1361	12	tf_targeting
Huangfu ESC	HES3	621	6	tf_targeting
Huangfu ESC	HES4	396	6	tf_targeting
Huangfu ESC	HES5	706	6	tf_targeting
Huangfu ESC	HES6	702	6	tf_targeting
Huangfu ESC	HES7	555	6	tf_targeting
Huangfu ESC	HESX1	1098	12	tf_targeting
Huangfu ESC	HEY1	417	6	tf_targeting
Huangfu ESC	HEY2	511	6	tf_targeting
Huangfu ESC	HEYL	320	6	tf_targeting
Huangfu ESC	HHEX	456	6	tf_targeting
Huangfu ESC	HIC1	491	6	tf_targeting
Huangfu ESC	HIF1A	554	6	tf_targeting
Huangfu ESC	HIF3A	1245	12	tf_targeting
Huangfu ESC	HINFP	76	6	tf_targeting
Huangfu ESC	HIRA	965	12	tf_targeting
Huangfu ESC	HIVEP1	334	6	tf_targeting
Huangfu ESC	HIVEP2	907	6	tf_targeting
Huangfu ESC	HIVEP3	986	14	tf_targeting
Huangfu ESC	HKR1	913	12	tf_targeting
Huangfu ESC	HLF	991	12	tf_targeting
Huangfu ESC	HLTF	567	6	tf_targeting
Huangfu ESC	HLX	658	6	tf_targeting
Huangfu ESC	HMBOX1	583	6	tf_targeting
Huangfu ESC	HMG20A	833	6	tf_targeting
Huangfu ESC	HMG20B	956	12	tf_targeting
Huangfu ESC	HMGA1	486	6	tf_targeting
Huangfu ESC	HMGA2	641	6	tf_targeting
Huangfu ESC	HMGB1	740	12	tf_targeting
Huangfu ESC	HMGB2	682	6	tf_targeting
Huangfu ESC	HMGB3	482	6	tf_targeting
Huangfu ESC	HMGB4	552	6	tf_targeting
Huangfu ESC	HMGN2	826	6	tf_targeting
Huangfu ESC	HMGN3	324	6	tf_targeting
Huangfu ESC	HMGXB3	591	6	tf_targeting
Huangfu ESC	HMGXB4	669	6	tf_targeting
Huangfu ESC	HMX1	663	6	tf_targeting
Huangfu ESC	HMX2	302	6	tf_targeting
Huangfu ESC	HMX3	370	6	tf_targeting
Huangfu ESC	HNF1A	848	6	tf_targeting
Huangfu ESC	HNF1B	383	6	tf_targeting
Huangfu ESC	HNF4A	419	6	tf_targeting
Huangfu ESC	HNF4G	1142	12	tf_targeting
Huangfu ESC	HNRNPK	641	6	tf_targeting
Huangfu ESC	HNRNPU	1132	6	tf_targeting
Huangfu ESC	HOMEZ	419	6	tf_targeting
Huangfu ESC	HOPX	1150	12	tf_targeting
Huangfu ESC	HOXA1	748	6	tf_targeting
Huangfu ESC	HOXA10	731	6	tf_targeting
Huangfu ESC	HOXA11	620	6	tf_targeting
Huangfu ESC	HOXA13	547	6	tf_targeting
Huangfu ESC	HOXA2	373	6	tf_targeting
Huangfu ESC	HOXA3	1035	12	tf_targeting
Huangfu ESC	HOXA4	611	6	tf_targeting
Huangfu ESC	HOXA5	1036	6	tf_targeting
Huangfu ESC	HOXA6	587	6	tf_targeting
Huangfu ESC	HOXA7	1081	6	tf_targeting
Huangfu ESC	HOXA9	460	6	tf_targeting
Huangfu ESC	HOXB1	423	6	tf_targeting
Huangfu ESC	HOXB13	357	6	tf_targeting
Huangfu ESC	HOXB2	624	6	tf_targeting
Huangfu ESC	HOXB3	506	6	tf_targeting
Huangfu ESC	HOXB4	407	6	tf_targeting
Huangfu ESC	HOXB5	1095	6	tf_targeting
Huangfu ESC	HOXB6	813	12	tf_targeting
Huangfu ESC	HOXB7	680	6	tf_targeting
Huangfu ESC	HOXB8	1852	12	tf_targeting
Huangfu ESC	HOXB9	471	6	tf_targeting
Huangfu ESC	HOXC10	661	6	tf_targeting
Huangfu ESC	HOXC11	465	6	tf_targeting
Huangfu ESC	HOXC12	735	6	tf_targeting
Huangfu ESC	HOXC13	692	6	tf_targeting
Huangfu ESC	HOXC4	661	6	tf_targeting
Huangfu ESC	HOXC5	204	2	tf_targeting
Huangfu ESC	HOXC6	140	2	tf_targeting
Huangfu ESC	HOXC8	745	6	tf_targeting
Huangfu ESC	HOXC9	455	6	tf_targeting
Huangfu ESC	HOXD1	488	6	tf_targeting
Huangfu ESC	HOXD10	1087	12	tf_targeting
Huangfu ESC	HOXD11	1157	6	tf_targeting
Huangfu ESC	HOXD12	614	6	tf_targeting
Huangfu ESC	HOXD13	445	6	tf_targeting
Huangfu ESC	HOXD3	487	6	tf_targeting
Huangfu ESC	HOXD4	488	6	tf_targeting
Huangfu ESC	HOXD8	541	6	tf_targeting
Huangfu ESC	HOXD9	395	6	tf_targeting
Huangfu ESC	HR	981	12	tf_targeting
Huangfu ESC	HSF1	727	6	tf_targeting
Huangfu ESC	HSF2	469	6	tf_targeting
Huangfu ESC	HSF4	462	6	tf_targeting
Huangfu ESC	HSF5	679	6	tf_targeting
Huangfu ESC	ID1	880	6	tf_targeting
Huangfu ESC	ID2	549	12	tf_targeting
Huangfu ESC	ID3	530	6	tf_targeting
Huangfu ESC	ID4	258	6	tf_targeting
Huangfu ESC	IFI16	1002	6	tf_targeting
Huangfu ESC	IGFBP1	403	6	tf_targeting
Huangfu ESC	IGHMBP2	347	6	tf_targeting
Huangfu ESC	IKZF1	333	6	tf_targeting
Huangfu ESC	IKZF2	940	12	tf_targeting
Huangfu ESC	IKZF3	659	6	tf_targeting
Huangfu ESC	IKZF4	1424	12	tf_targeting
Huangfu ESC	IKZF5	765	6	tf_targeting
Huangfu ESC	ILF2	331	6	tf_targeting
Huangfu ESC	ILF3	597	6	tf_targeting
Huangfu ESC	ING1	1084	12	tf_targeting
Huangfu ESC	ING4	592	6	tf_targeting
Huangfu ESC	INSM1	462	6	tf_targeting
Huangfu ESC	INSM2	673	6	tf_targeting
Huangfu ESC	IRF1	689	6	tf_targeting
Huangfu ESC	IRF2	581	6	tf_targeting
Huangfu ESC	IRF3	877	6	tf_targeting
Huangfu ESC	IRF4	757	12	tf_targeting
Huangfu ESC	IRF5	665	12	tf_targeting
Huangfu ESC	IRF6	729	6	tf_targeting
Huangfu ESC	IRF7	598	6	tf_targeting
Huangfu ESC	IRF8	458	6	tf_targeting
Huangfu ESC	IRF9	880	6	tf_targeting
Huangfu ESC	IRX1	375	6	tf_targeting
Huangfu ESC	IRX2	465	6	tf_targeting
Huangfu ESC	IRX3	629	6	tf_targeting
Huangfu ESC	IRX4	309	6	tf_targeting
Huangfu ESC	IRX5	451	6	tf_targeting
Huangfu ESC	IRX6	558	6	tf_targeting
Huangfu ESC	ISL1	1133	12	tf_targeting
Huangfu ESC	ISL2	532	6	tf_targeting
Huangfu ESC	ISX	470	6	tf_targeting
Huangfu ESC	JAZF1	523	6	tf_targeting
Huangfu ESC	JDP2	527	6	tf_targeting
Huangfu ESC	JRK	880	12	tf_targeting
Huangfu ESC	JRKL	399	6	tf_targeting
Huangfu ESC	JUN	590	6	tf_targeting
Huangfu ESC	JUNB	459	6	tf_targeting
Huangfu ESC	JUND	394	6	tf_targeting
Huangfu ESC	JUP	431	6	tf_targeting
Huangfu ESC	KAT2A	388	6	tf_targeting
Huangfu ESC	KAT7	398	6	tf_targeting
Huangfu ESC	KCMF1	434	6	tf_targeting
Huangfu ESC	KCNIP3	403	6	tf_targeting
Huangfu ESC	KDM2A	1122	6	tf_targeting
Huangfu ESC	KDM2B	929	12	tf_targeting
Huangfu ESC	KDM4C	333	6	tf_targeting
Huangfu ESC	KDM4E	423	6	tf_targeting
Huangfu ESC	KDM5B	498	6	tf_targeting
Huangfu ESC	KDM5C	1016	6	tf_targeting
Huangfu ESC	KIAA1549	460	6	tf_targeting
Huangfu ESC	KIAA2018	776	6	tf_targeting
Huangfu ESC	KIN	529	6	tf_targeting
Huangfu ESC	KLF1	530	6	tf_targeting
Huangfu ESC	KLF10	1013	12	tf_targeting
Huangfu ESC	KLF11	270	6	tf_targeting
Huangfu ESC	KLF12	673	6	tf_targeting
Huangfu ESC	KLF13	674	6	tf_targeting
Huangfu ESC	KLF14	387	5	tf_targeting
Huangfu ESC	KLF15	291	6	tf_targeting
Huangfu ESC	KLF16	231	6	tf_targeting
Huangfu ESC	KLF17	442	6	tf_targeting
Huangfu ESC	KLF2	508	6	tf_targeting
Huangfu ESC	KLF3	737	6	tf_targeting
Huangfu ESC	KLF4	1267	12	tf_targeting
Huangfu ESC	KLF5	572	6	tf_targeting
Huangfu ESC	KLF6	683	6	tf_targeting
Huangfu ESC	KLF7	661	6	tf_targeting
Huangfu ESC	KLF8	461	6	tf_targeting
Huangfu ESC	KLF9	556	6	tf_targeting
Huangfu ESC	KLRG1	827	6	tf_targeting
Huangfu ESC	KMT2A	500	6	tf_targeting
Huangfu ESC	KMT2B	1340	12	tf_targeting
Huangfu ESC	L3MBTL1	715	12	tf_targeting
Huangfu ESC	L3MBTL3	482	6	tf_targeting
Huangfu ESC	L3MBTL4	303	6	tf_targeting
Huangfu ESC	LBX1	853	6	tf_targeting
Huangfu ESC	LBX2	410	6	tf_targeting
Huangfu ESC	LCOR	370	6	tf_targeting
Huangfu ESC	LCORL	447	6	tf_targeting
Huangfu ESC	LDB1	771	12	tf_targeting
Huangfu ESC	LDB2	443	6	tf_targeting
Huangfu ESC	LEF1	1235	12	tf_targeting
Huangfu ESC	LEUTX	587	6	tf_targeting
Huangfu ESC	LHX1	495	6	tf_targeting
Huangfu ESC	LHX2	733	6	tf_targeting
Huangfu ESC	LHX3	1319	12	tf_targeting
Huangfu ESC	LHX4	568	6	tf_targeting
Huangfu ESC	LHX5	741	6	tf_targeting
Huangfu ESC	LHX6	855	12	tf_targeting
Huangfu ESC	LHX8	318	6	tf_targeting
Huangfu ESC	LHX9	645	6	tf_targeting
Huangfu ESC	LIN28A	299	6	tf_targeting
Huangfu ESC	LIN28B	537	6	tf_targeting
Huangfu ESC	LIN54	1321	12	tf_targeting
Huangfu ESC	LIN9	645	6	tf_targeting
Huangfu ESC	LITAF	231	6	tf_targeting
Huangfu ESC	LMO1	1254	12	tf_targeting
Huangfu ESC	LMO3	883	12	tf_targeting
Huangfu ESC	LMO4	581	6	tf_targeting
Huangfu ESC	LMX1A	380	6	tf_targeting
Huangfu ESC	LMX1B	401	6	tf_targeting
Huangfu ESC	LRPPRC	521	6	tf_targeting
Huangfu ESC	LRRFIP1	631	6	tf_targeting
Huangfu ESC	LTF	446	6	tf_targeting
Huangfu ESC	LYL1	418	6	tf_targeting
Huangfu ESC	LZTR1	668	6	tf_targeting
Huangfu ESC	LZTS1	511	6	tf_targeting
Huangfu ESC	MAEL	453	6	tf_targeting
Huangfu ESC	MAF	550	6	tf_targeting
Huangfu ESC	MAFA	273	6	tf_targeting
Huangfu ESC	MAFB	505	6	tf_targeting
Huangfu ESC	MAFF	839	6	tf_targeting
Huangfu ESC	MAFG	444	6	tf_targeting
Huangfu ESC	MAFK	881	6	tf_targeting
Huangfu ESC	MALAT1	663	1	positive_control
Huangfu ESC	MAP3K7	632	6	tf_targeting
Huangfu ESC	MAPK8IP1	1384	12	tf_targeting
Huangfu ESC	MARS	474	6	tf_targeting
Huangfu ESC	MAX	566	6	tf_targeting
Huangfu ESC	MAZ	319	6	tf_targeting
Huangfu ESC	MBD1	478	6	tf_targeting
Huangfu ESC	MBD2	562	6	tf_targeting
Huangfu ESC	MBD3	749	6	tf_targeting
Huangfu ESC	MBD4	525	6	tf_targeting
Huangfu ESC	MBD6	377	6	tf_targeting
Huangfu ESC	MBNL2	589	6	tf_targeting
Huangfu ESC	MBNL3	586	6	tf_targeting
Huangfu ESC	MECOM	602	6	tf_targeting
Huangfu ESC	MECP2	516	6	tf_targeting
Huangfu ESC	MED20	336	6	tf_targeting
Huangfu ESC	MED8	566	6	tf_targeting
Huangfu ESC	MEF2A	400	6	tf_targeting
Huangfu ESC	MEF2B	886	6	tf_targeting
Huangfu ESC	MEF2C	581	6	tf_targeting
Huangfu ESC	MEF2D	620	6	tf_targeting
Huangfu ESC	MEIS1	533	6	tf_targeting
Huangfu ESC	MEIS2	550	6	tf_targeting
Huangfu ESC	MEIS3	1096	12	tf_targeting
Huangfu ESC	MEOX1	443	6	tf_targeting
Huangfu ESC	MEOX2	727	6	tf_targeting
Huangfu ESC	MESP1	519	6	tf_targeting
Huangfu ESC	MESP2	474	6	tf_targeting
Huangfu ESC	MGA	558	6	tf_targeting
Huangfu ESC	MIER1	831	12	tf_targeting
Huangfu ESC	MIER2	513	6	tf_targeting
Huangfu ESC	MIER3	296	6	tf_targeting
Huangfu ESC	MIS18BP1	199	6	tf_targeting
Huangfu ESC	MITF	1186	12	tf_targeting
Huangfu ESC	MIXL1	530	6	tf_targeting
Huangfu ESC	MKX	941	12	tf_targeting
Huangfu ESC	MLLT1	373	6	tf_targeting
Huangfu ESC	MLLT10	573	6	tf_targeting
Huangfu ESC	MLLT3	1185	6	tf_targeting
Huangfu ESC	MLX	278	6	tf_targeting
Huangfu ESC	MLXIP	990	6	tf_targeting
Huangfu ESC	MLXIPL	599	6	tf_targeting
Huangfu ESC	MMP3	361	6	tf_targeting
Huangfu ESC	MNAT1	31	6	tf_targeting
Huangfu ESC	MNT	1057	6	tf_targeting
Huangfu ESC	MNX1	276	6	tf_targeting
Huangfu ESC	MSANTD1	253	6	tf_targeting
Huangfu ESC	MSANTD3	466	6	tf_targeting
Huangfu ESC	MSANTD4	558	6	tf_targeting
Huangfu ESC	MSC	515	6	tf_targeting
Huangfu ESC	MSGN1	414	6	tf_targeting
Huangfu ESC	MSLN	426	6	tf_targeting
Huangfu ESC	MSX1	365	6	tf_targeting
Huangfu ESC	MSX2	400	6	tf_targeting
Huangfu ESC	MTA1	870	6	tf_targeting
Huangfu ESC	MTA2	318	6	tf_targeting
